Number,Label,Brand,Title,price,Review_Number,href,Date,Rating,SKU,Model,OMSID,Date_of_first_review,Review_content,id
132,Sponsored,CARRO,"Aspen 60 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$205.90,17,https://www.homedepot.com/p/CARRO-Aspen-60-in-Dimmable-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J1-L11-W1-1/322460046,2024-07-22,3.8,1008466591,HS605J1-L11-W1-1,322460046,"Sep 17, 2022","I really like this ceiling fan, both for how it looks and operates, and also for the ease of installation. This fan installs differently than all the other ceiling fans I have installed. It is assembled PRIOR to hanging it from the ceiling, so you don't have to balance on a high ladder while attaching blades, etc. You just have to climb the ladder to screw in the hanger and then you insert the downrod, connect the wiring, raise the canopy and you're done! The blade design is a modern rectangular shape that fits flush with the motor body, no old-fashioned spindly arms extending from the motor to the fan blades. The first picture shows the blades attached to the pieces that later attach to the motor. Each blade is attached with three screws with washers that are included in the kit. The side of the blade you are viewing in that picture shows the top side of the blades, which is a weathered wood finish. I wanted the black finished side to show when the fan is mounted, and it is underneath. The second picture shows how the blades are attached to the motor. The cardboard packing that came with the fan makes an excellent base to hold the motor securely and you can see it in the second picture. Here, the motor is upside down, and you see what will be the exposed side of the blades. This position is also used to install the light unit, which went on next. THe camera made the blade surface look brown, but it is a black, woodgrain finish. Then, I turned the assembly right side up and still on top of that cardboard packing, installed the downrod and canopy. The fan came with a 6" downrod - if you need something longer, extensions are available, but be sure you get one that is specified for a DC - powered fan! Finally, I had to climb a ladder to attach the ceiling hanger, which was easy, and then I climbed the ladder again, holding the assembled fan in one hand to insert the downrod into the hanger. The fan is fairly light, and I'm 81 years old, and I had no trouble doing this task. The only fiddly bit was inserting the transformer into the hanger, because the clearances are small. You then connect three wires with the included wire nuts, plug the transformer into the fan motor, raise the canopy and you're done! The last picture shows the fan in operation. The fan paired with the remote immediately. The light can be adjusted to different brightness levels and color intensities, from daylight to soft light, all from the remote. Likewise, the remote turns the fan on and off, changes its speed and reverses it when the seasons change. There's even a "random varying speed" feature, that is supposed to resemble a soft breeze. The fan is dead quiet and there is NO wobble, at any speed.",46485237-c743-4b2e-9d90-da53a637eda5
169,NULL,CARRO,"Voyager 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$189.00,29,https://www.homedepot.com/p/CARRO-Voyager-52-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525B-L22-B2-1-FM/320292970,2024-07-22,4.1,1007691890,HS525B-L22-B2-1-FM,320292970,"May 14, 2022","I am adding on to my house and needed an extra ceiling fan. I thought this Carro Voyager smart ceiling fan would be a good fit. The Voyager is the standard 5-blade ceiling fan with a 52” diameter, but possesses an unconventional 10-speeds. Most ceiling fans have three speeds, plus reversible. It can be used indoor or outdoor and comes with a wall mountable remote and LED light kit. I like that the light kit allows you to select your desired color (kelvin) of light. While I currently don’t use Alexa/Google or Siri, I very much may after I install this ceiling fan in a few months. Installation seems straightforward and the fan components seem well made too.",b1f00d9e-5203-49ad-a50a-a47ed65fda16
172,Sponsored,CARRO,"Essex 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$209.99,5,https://www.homedepot.com/p/CARRO-Essex-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J-L12-BO-1/322766912,2024-07-22,4,1008620166,HS605J-L12-BO-1,322766912,"Oct 20, 2022","Looking to improve airflow in our cathedral-ceiling screened porch, we opted for this Carro 60” fan with LED light and remote. It’s a significant improvement in so many ways! It’s putting out significantly BETTER BREEZE (60” vs. original 52” span), MORE EFFICIENT (variable LED vs. original incandescent lights; DC motor with multi-speeds vs. original 3-speed AC motor). Comparing a DC to AC motor ceiling fan: DC uses up to 70% less energy than a standard AC fan and are EXTREMELY QUIET. The quality is good, wood blades balanced on first go. The remote is much handier than our old pullchain/switch operation; the LEDs have variable color to match our recessed lighting; and there’s even an app for “smart” use. VERY SATISFIED with all these improvements! The installation guide is available on the HD website. We had to purchase a 3-ft Carro-brand downrod from Home Depot for our application (it’s a different diameter from a standard downrod). We found it at CARRO 36 in. Black Extension downrod for DC Ceiling Fan DR36B (homedepot.com). We figured it out, but it came with no instructions- we had to remove the ball from the included 6-in rod and shorten the mounting pin. The 3-ft downrod came with an extended wiring harness and a longer safety cable but a different design than the included shorter cable ends. FYI, using the 3-ft downrod places the bottom of the blades at 3’8” and the bottom of the light at 3’10”. Contrary to the assembly instructions, we opted to do the installation without the blades and light kit attached (we were working on a 12-ft stepladder and it would have been unwieldy).",4594688e-6452-43fd-922c-68762d4a3802
187,NULL,CARRO,"Essex 52 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",$149.99,29,https://www.homedepot.com/p/CARRO-Essex-52-in-Integrated-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-w-Alexa-Google-Home-S525J-L12-B5-1/318630516,2024-07-22,3.5,1006880642,S525J-L12-B5-1,318630516,"Dec 25, 2021","The Carro Essex 52 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home. The easy to install instruction made installing the fan a “Breeze”! Each piece was individually boxed. The fan is simple but elegant. The remote was had easy instructions. The wifi/Bluetooth feature works well as well. The only negative I had for the unit was the screws for the fan blades were hard to start and was afraid they might strip. Taking the time to start the screws proved to be the best way to get them started.",c9f10b1d-aeb7-434e-b7b2-3b81857495f6
189,Sponsored,CARRO,"Aspen 60 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$205.90,17,https://www.homedepot.com/p/CARRO-Aspen-60-in-Dimmable-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J1-L11-W1-1/322460046,2024-07-22,3.8,1008466591,HS605J1-L11-W1-1,322460046,"Sep 17, 2022","I really like this ceiling fan, both for how it looks and operates, and also for the ease of installation. This fan installs differently than all the other ceiling fans I have installed. It is assembled PRIOR to hanging it from the ceiling, so you don't have to balance on a high ladder while attaching blades, etc. You just have to climb the ladder to screw in the hanger and then you insert the downrod, connect the wiring, raise the canopy and you're done! The blade design is a modern rectangular shape that fits flush with the motor body, no old-fashioned spindly arms extending from the motor to the fan blades. The first picture shows the blades attached to the pieces that later attach to the motor. Each blade is attached with three screws with washers that are included in the kit. The side of the blade you are viewing in that picture shows the top side of the blades, which is a weathered wood finish. I wanted the black finished side to show when the fan is mounted, and it is underneath. The second picture shows how the blades are attached to the motor. The cardboard packing that came with the fan makes an excellent base to hold the motor securely and you can see it in the second picture. Here, the motor is upside down, and you see what will be the exposed side of the blades. This position is also used to install the light unit, which went on next. THe camera made the blade surface look brown, but it is a black, woodgrain finish. Then, I turned the assembly right side up and still on top of that cardboard packing, installed the downrod and canopy. The fan came with a 6" downrod - if you need something longer, extensions are available, but be sure you get one that is specified for a DC - powered fan! Finally, I had to climb a ladder to attach the ceiling hanger, which was easy, and then I climbed the ladder again, holding the assembled fan in one hand to insert the downrod into the hanger. The fan is fairly light, and I'm 81 years old, and I had no trouble doing this task. The only fiddly bit was inserting the transformer into the hanger, because the clearances are small. You then connect three wires with the included wire nuts, plug the transformer into the fan motor, raise the canopy and you're done! The last picture shows the fan in operation. The fan paired with the remote immediately. The light can be adjusted to different brightness levels and color intensities, from daylight to soft light, all from the remote. Likewise, the remote turns the fan on and off, changes its speed and reverses it when the seasons change. There's even a "random varying speed" feature, that is supposed to resemble a soft breeze. The fan is dead quiet and there is NO wobble, at any speed.",ee7389f3-55bf-4615-b3c2-a42d22f57f01
201,Sponsored,CARRO,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$169.99,4,https://www.homedepot.com/p/CARRO-Aspen-52-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525J1-L11-B2-1-FM/322672159,2024-07-22,5,1008523314,HS525J1-L11-B2-1-FM,322672159,"Oct 16, 2022","Just installed the CARRO Aspen 52 in. dimmable LED indoor/outdoor black smart ceiling fan with light and remote and really like the modern looks and how quiet it is. Installation was easy for a ceiling fan and I had it up in less than a hour. The fan has a nice smooth black satin finish with a band of gold near the base to add a touch of style, the fan blades are made with plywood so there should never be any blade sagging. Once up the pairing is easy with the remote ( you need two AAA batteries, not supplied with the fan) and the remote works great and well designed for the fan ( the remote is white, would have preferred black). The LED light works nicely with the remote for turning on and dimming, would have liked it a little brighter as we have a good size living room but overall not bad. So far it works and looks flawless.",1618530c-a826-4dcf-83c6-32247192d350
228,Sponsored,CARRO,"Essex 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$209.99,5,https://www.homedepot.com/p/CARRO-Essex-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J-L12-BO-1/322766912,2024-07-22,4,1008620166,HS605J-L12-BO-1,322766912,"Oct 20, 2022","Looking to improve airflow in our cathedral-ceiling screened porch, we opted for this Carro 60” fan with LED light and remote. It’s a significant improvement in so many ways! It’s putting out significantly BETTER BREEZE (60” vs. original 52” span), MORE EFFICIENT (variable LED vs. original incandescent lights; DC motor with multi-speeds vs. original 3-speed AC motor). Comparing a DC to AC motor ceiling fan: DC uses up to 70% less energy than a standard AC fan and are EXTREMELY QUIET. The quality is good, wood blades balanced on first go. The remote is much handier than our old pullchain/switch operation; the LEDs have variable color to match our recessed lighting; and there’s even an app for “smart” use. VERY SATISFIED with all these improvements! The installation guide is available on the HD website. We had to purchase a 3-ft Carro-brand downrod from Home Depot for our application (it’s a different diameter from a standard downrod). We found it at CARRO 36 in. Black Extension downrod for DC Ceiling Fan DR36B (homedepot.com). We figured it out, but it came with no instructions- we had to remove the ball from the included 6-in rod and shorten the mounting pin. The 3-ft downrod came with an extended wiring harness and a longer safety cable but a different design than the included shorter cable ends. FYI, using the 3-ft downrod places the bottom of the blades at 3’8” and the bottom of the light at 3’10”. Contrary to the assembly instructions, we opted to do the installation without the blades and light kit attached (we were working on a 12-ft stepladder and it would have been unwieldy).",5c1874c2-74ed-4576-8df9-50b978ebd17b
248,NULL,CARRO,"Daisy 45 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",$174.30,16,https://www.homedepot.com/p/CARRO-Daisy-45-in-Dimmable-LED-Indoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-and-Google-Home-HS453V1-L12-W1-1-FM/321750903,2024-07-22,4.4,1008245039,HS453V1-L12-W1-1-FM,321750903,"Aug 25, 2022","Great little fan with some interesting looking blades. Blades are solid and lightweight so I am hoping that this will prevent what always seems like the inevitable fan wobble after a few years. The installation was a snap and so was the remote pairing etc. The ONLY thing I don't like is that fact that when you turn off the switch on the wall and the fan loses power, it goes back to a default setting of FAN off and LIGHT medium. The problem is that it wont go right back to the previous setting which kind of frustrates me but once you get used to it, its not that bad. Other than that its a beautiful fan and really moves some air when you get put it on high. Probably those propeller looking fan blades that make it move so much air.",76412b98-e29f-48c9-a700-8a9b8049e19d
254,Sponsored,CARRO,"Aspen 60 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$205.90,17,https://www.homedepot.com/p/CARRO-Aspen-60-in-Dimmable-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J1-L11-W1-1/322460046,2024-07-22,3.8,1008466591,HS605J1-L11-W1-1,322460046,"Sep 17, 2022","I really like this ceiling fan, both for how it looks and operates, and also for the ease of installation. This fan installs differently than all the other ceiling fans I have installed. It is assembled PRIOR to hanging it from the ceiling, so you don't have to balance on a high ladder while attaching blades, etc. You just have to climb the ladder to screw in the hanger and then you insert the downrod, connect the wiring, raise the canopy and you're done! The blade design is a modern rectangular shape that fits flush with the motor body, no old-fashioned spindly arms extending from the motor to the fan blades. The first picture shows the blades attached to the pieces that later attach to the motor. Each blade is attached with three screws with washers that are included in the kit. The side of the blade you are viewing in that picture shows the top side of the blades, which is a weathered wood finish. I wanted the black finished side to show when the fan is mounted, and it is underneath. The second picture shows how the blades are attached to the motor. The cardboard packing that came with the fan makes an excellent base to hold the motor securely and you can see it in the second picture. Here, the motor is upside down, and you see what will be the exposed side of the blades. This position is also used to install the light unit, which went on next. THe camera made the blade surface look brown, but it is a black, woodgrain finish. Then, I turned the assembly right side up and still on top of that cardboard packing, installed the downrod and canopy. The fan came with a 6" downrod - if you need something longer, extensions are available, but be sure you get one that is specified for a DC - powered fan! Finally, I had to climb a ladder to attach the ceiling hanger, which was easy, and then I climbed the ladder again, holding the assembled fan in one hand to insert the downrod into the hanger. The fan is fairly light, and I'm 81 years old, and I had no trouble doing this task. The only fiddly bit was inserting the transformer into the hanger, because the clearances are small. You then connect three wires with the included wire nuts, plug the transformer into the fan motor, raise the canopy and you're done! The last picture shows the fan in operation. The fan paired with the remote immediately. The light can be adjusted to different brightness levels and color intensities, from daylight to soft light, all from the remote. Likewise, the remote turns the fan on and off, changes its speed and reverses it when the seasons change. There's even a "random varying speed" feature, that is supposed to resemble a soft breeze. The fan is dead quiet and there is NO wobble, at any speed.",a13579e3-8c7c-41f7-9afa-0a9c426e74c3
262,NULL,CARRO,"Wilkes 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$179.00,6,https://www.homedepot.com/p/CARRO-Wilkes-52-in-Dimmable-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525B3-L22-W1-1/322225570,2024-07-22,4.9,1008410959,HS525B3-L22-W1-1,322225570,"Sep 20, 2022","This is a nice ceiling fan. The build quality is nice. There are instructions and parts to assemble and install the fan. Unlike some other brands, there's more steps involved in assembling the fan. There were two steps missing in the instruction manual that involved the light. You need to plug the light plug into the LED panel and then place the LED panel onto the metal light base by letting the three magnets attach themselves. Then, the light shade is placed on the light base. The parts are all well made and painted evenly throughout. The illumination is good and you can adjust the color and intensity of the light. The fan is relatively quiet and provides a good amount of air movement on high and low speeds. My expectations have been exceeded.",d82931e8-3d58-41e7-bc6d-7edd5cba0cc5
270,NULL,CARRO,"Wilkes 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$179.00,13,https://www.homedepot.com/p/CARRO-Wilkes-52-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525B3-L22-B5-1/320292975,2024-07-22,4.8,1007691895,HS525B3-L22-B5-1,320292975,"May 18, 2022","The Carro Wilkes 52 inch dimmable LED Black Smart Ceiling Fan with light can be used indoors or outdoors. The instructions are easy to read and following making it easy to install the fan especially if the electric box is already in place. We replaced another fan. The fan includes a remote control but since it is a smart fan it can be controlled through an app on your cell phone or tablet. With an LED light, no need to worry about replacing the bulb.",84ca0260-8f84-498b-ac33-4574f6f622d0
279,NULL,CARRO,"Essex 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$209.99,5,https://www.homedepot.com/p/CARRO-Essex-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J-L12-B5-1/322766786,2024-07-22,4,1008621470,HS605J-L12-B5-1,322766786,"Oct 20, 2022","Looking to improve airflow in our cathedral-ceiling screened porch, we opted for this Carro 60” fan with LED light and remote. It’s a significant improvement in so many ways! It’s putting out significantly BETTER BREEZE (60” vs. original 52” span), MORE EFFICIENT (variable LED vs. original incandescent lights; DC motor with multi-speeds vs. original 3-speed AC motor). Comparing a DC to AC motor ceiling fan: DC uses up to 70% less energy than a standard AC fan and are EXTREMELY QUIET. The quality is good, wood blades balanced on first go. The remote is much handier than our old pullchain/switch operation; the LEDs have variable color to match our recessed lighting; and there’s even an app for “smart” use. VERY SATISFIED with all these improvements! The installation guide is available on the HD website. We had to purchase a 3-ft Carro-brand downrod from Home Depot for our application (it’s a different diameter from a standard downrod). We found it at CARRO 36 in. Black Extension downrod for DC Ceiling Fan DR36B (homedepot.com). We figured it out, but it came with no instructions- we had to remove the ball from the included 6-in rod and shorten the mounting pin. The 3-ft downrod came with an extended wiring harness and a longer safety cable but a different design than the included shorter cable ends. FYI, using the 3-ft downrod places the bottom of the blades at 3’8” and the bottom of the light at 3’10”. Contrary to the assembly instructions, we opted to do the installation without the blades and light kit attached (we were working on a 12-ft stepladder and it would have been unwieldy).",cf87d927-e7d2-4052-8e2f-7e5954f4ff7f
284,Sponsored,CARRO,"Essex 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$209.99,5,https://www.homedepot.com/p/CARRO-Essex-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J-L12-BO-1/322766912,2024-07-22,4,1008620166,HS605J-L12-BO-1,322766912,"Oct 20, 2022","Looking to improve airflow in our cathedral-ceiling screened porch, we opted for this Carro 60” fan with LED light and remote. It’s a significant improvement in so many ways! It’s putting out significantly BETTER BREEZE (60” vs. original 52” span), MORE EFFICIENT (variable LED vs. original incandescent lights; DC motor with multi-speeds vs. original 3-speed AC motor). Comparing a DC to AC motor ceiling fan: DC uses up to 70% less energy than a standard AC fan and are EXTREMELY QUIET. The quality is good, wood blades balanced on first go. The remote is much handier than our old pullchain/switch operation; the LEDs have variable color to match our recessed lighting; and there’s even an app for “smart” use. VERY SATISFIED with all these improvements! The installation guide is available on the HD website. We had to purchase a 3-ft Carro-brand downrod from Home Depot for our application (it’s a different diameter from a standard downrod). We found it at CARRO 36 in. Black Extension downrod for DC Ceiling Fan DR36B (homedepot.com). We figured it out, but it came with no instructions- we had to remove the ball from the included 6-in rod and shorten the mounting pin. The 3-ft downrod came with an extended wiring harness and a longer safety cable but a different design than the included shorter cable ends. FYI, using the 3-ft downrod places the bottom of the blades at 3’8” and the bottom of the light at 3’10”. Contrary to the assembly instructions, we opted to do the installation without the blades and light kit attached (we were working on a 12-ft stepladder and it would have been unwieldy).",5ae9a8e1-9248-4804-bba9-206a3bda28a9
8,Sponsored,CARRO,"Essex 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$209.99,5,https://www.homedepot.com/p/CARRO-Essex-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J-L12-BO-1/322766912,2024-07-22,4,1008620166,HS605J-L12-BO-1,322766912,"Oct 20, 2022","Looking to improve airflow in our cathedral-ceiling screened porch, we opted for this Carro 60” fan with LED light and remote. It’s a significant improvement in so many ways! It’s putting out significantly BETTER BREEZE (60” vs. original 52” span), MORE EFFICIENT (variable LED vs. original incandescent lights; DC motor with multi-speeds vs. original 3-speed AC motor). Comparing a DC to AC motor ceiling fan: DC uses up to 70% less energy than a standard AC fan and are EXTREMELY QUIET. The quality is good, wood blades balanced on first go. The remote is much handier than our old pullchain/switch operation; the LEDs have variable color to match our recessed lighting; and there’s even an app for “smart” use. VERY SATISFIED with all these improvements! The installation guide is available on the HD website. We had to purchase a 3-ft Carro-brand downrod from Home Depot for our application (it’s a different diameter from a standard downrod). We found it at CARRO 36 in. Black Extension downrod for DC Ceiling Fan DR36B (homedepot.com). We figured it out, but it came with no instructions- we had to remove the ball from the included 6-in rod and shorten the mounting pin. The 3-ft downrod came with an extended wiring harness and a longer safety cable but a different design than the included shorter cable ends. FYI, using the 3-ft downrod places the bottom of the blades at 3’8” and the bottom of the light at 3’10”. Contrary to the assembly instructions, we opted to do the installation without the blades and light kit attached (we were working on a 12-ft stepladder and it would have been unwieldy).",668a07af-15e0-4775-92f7-fe0de9995da5
9,Sponsored,CARRO,"Trendsetter 48 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",$189.90,17,https://www.homedepot.com/p/CARRO-Trendsetter-48-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-w-Alexa-Google-Home-HS483Q-L12-BO-1/319973630,2024-07-22,4.2,1007512380,HS483Q-L12-BO-1,319973630,"Mar 19, 2022","A 48 inch smart ceiling fan by Carro keeps any room cool and stylish. Equipped with Wi-Fi and Voice Control Technology, this fan is a streamlined design with a black finish, using high quality plywood blades and a integrated 4000K daylight LED light. The fans remote control feels a little clunky and old, with a Nature setting that doesn't seem to work during my testing. But only time will tell with the Fans' DC Motor that's incredibly efficient and completely silent. Product states a 10 speed reversible motor that allows you to change the direction of your fan from downdraft during the summer, to a updraft during the winter, but I haven't been able to alter the speed other than the slow and high speed buttons on said remote.",2386f5d7-0ae1-496d-8f63-25b3cf15fce2
12,Sponsored,CARRO,"Tilbury 48 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$175.90,6,https://www.homedepot.com/p/CARRO-Tilbury-48-in-Integrated-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS483J3-L11-BS-1/320292977,2024-07-22,4.9,1007691896,HS483J3-L11-BS-1,320292977,"May 29, 2022","I got this fan for our outdoor lanai. It's not a big space so I needed a smaller fan. The fan isn't difficult to put together, but I was surprised that it came in so many pieces. It takes some patience to build and install the fan. But once done, it's easy to control using the provided remote. The 2 things you need to pair the remote with the fan are not included! -- batteries! So if you don't have a collection of fresh batteries at home, You'll have to finish the set-up later.",e7977f11-6efa-4eb5-81b4-386fea8899ed
16,Sponsored,CARRO,"Striver 52 in. Integrated LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$190.16,7,https://www.homedepot.com/p/CARRO-Striver-52-in-Integrated-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS523P-L22-WQ-1-FM/321677301,2024-07-22,4,1008193916,HS523P-L22-WQ-1-FM,321677301,"Aug 18, 2022","This is a modern designed smart ceiling fan which works with Alexa or Google home. It comes with a remote control. It comes with sleek bamboo wood blades with LED light. This beautiful fan will give any room a sophisticated and modern style with all the innovations of smart technology. I would certainly recommend this gorgeous fan to anyone looking to upgrade and have all the convenience of Alexa or a remote which you can mount on the wall. We are now in the GEN-Z and everything is gearing in that direction.",e93f15c0-3005-474c-9869-c1bce48b6bcf
66,Sponsored,CARRO,"Essex 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$209.99,5,https://www.homedepot.com/p/CARRO-Essex-60-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J-L12-BO-1/322766912,2024-07-22,4,1008620166,HS605J-L12-BO-1,322766912,"Oct 20, 2022","Looking to improve airflow in our cathedral-ceiling screened porch, we opted for this Carro 60” fan with LED light and remote. It’s a significant improvement in so many ways! It’s putting out significantly BETTER BREEZE (60” vs. original 52” span), MORE EFFICIENT (variable LED vs. original incandescent lights; DC motor with multi-speeds vs. original 3-speed AC motor). Comparing a DC to AC motor ceiling fan: DC uses up to 70% less energy than a standard AC fan and are EXTREMELY QUIET. The quality is good, wood blades balanced on first go. The remote is much handier than our old pullchain/switch operation; the LEDs have variable color to match our recessed lighting; and there’s even an app for “smart” use. VERY SATISFIED with all these improvements! The installation guide is available on the HD website. We had to purchase a 3-ft Carro-brand downrod from Home Depot for our application (it’s a different diameter from a standard downrod). We found it at CARRO 36 in. Black Extension downrod for DC Ceiling Fan DR36B (homedepot.com). We figured it out, but it came with no instructions- we had to remove the ball from the included 6-in rod and shorten the mounting pin. The 3-ft downrod came with an extended wiring harness and a longer safety cable but a different design than the included shorter cable ends. FYI, using the 3-ft downrod places the bottom of the blades at 3’8” and the bottom of the light at 3’10”. Contrary to the assembly instructions, we opted to do the installation without the blades and light kit attached (we were working on a 12-ft stepladder and it would have been unwieldy).",63a145f7-589e-408c-9eb7-df7970fafde6
67,Sponsored,CARRO,"Trendsetter 48 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",$189.90,17,https://www.homedepot.com/p/CARRO-Trendsetter-48-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-w-Alexa-Google-Home-HS483Q-L12-BO-1/319973630,2024-07-22,4.2,1007512380,HS483Q-L12-BO-1,319973630,"Mar 19, 2022","A 48 inch smart ceiling fan by Carro keeps any room cool and stylish. Equipped with Wi-Fi and Voice Control Technology, this fan is a streamlined design with a black finish, using high quality plywood blades and a integrated 4000K daylight LED light. The fans remote control feels a little clunky and old, with a Nature setting that doesn't seem to work during my testing. But only time will tell with the Fans' DC Motor that's incredibly efficient and completely silent. Product states a 10 speed reversible motor that allows you to change the direction of your fan from downdraft during the summer, to a updraft during the winter, but I haven't been able to alter the speed other than the slow and high speed buttons on said remote.",3475ddca-fd8c-4e57-b5ad-08fba7022f2a
70,Sponsored,CARRO,"Tilbury 48 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$175.90,6,https://www.homedepot.com/p/CARRO-Tilbury-48-in-Integrated-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS483J3-L11-BS-1/320292977,2024-07-22,4.9,1007691896,HS483J3-L11-BS-1,320292977,"May 29, 2022","I got this fan for our outdoor lanai. It's not a big space so I needed a smaller fan. The fan isn't difficult to put together, but I was surprised that it came in so many pieces. It takes some patience to build and install the fan. But once done, it's easy to control using the provided remote. The 2 things you need to pair the remote with the fan are not included! -- batteries! So if you don't have a collection of fresh batteries at home, You'll have to finish the set-up later.",400858dd-8ea9-413a-ad70-fb48a323e6d8
74,Sponsored,CARRO,"Striver 52 in. Integrated LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$190.16,7,https://www.homedepot.com/p/CARRO-Striver-52-in-Integrated-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS523P-L22-WQ-1-FM/321677301,2024-07-22,4,1008193916,HS523P-L22-WQ-1-FM,321677301,"Aug 18, 2022","This is a modern designed smart ceiling fan which works with Alexa or Google home. It comes with a remote control. It comes with sleek bamboo wood blades with LED light. This beautiful fan will give any room a sophisticated and modern style with all the innovations of smart technology. I would certainly recommend this gorgeous fan to anyone looking to upgrade and have all the convenience of Alexa or a remote which you can mount on the wall. We are now in the GEN-Z and everything is gearing in that direction.",ecdc7b62-6663-45a1-ade0-0a322d71116e
